Neighbourhood,Neighbourhood Postal Code,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Distance,Venue Postal Code,Venue formattedAddress,Venue Category,Venue Postal Code Prefix
Coolhaveneiland,3024,51.9068175,4.4578098,Trammuseum,51.9118129775741,4.454025301889661,613,3051 PC,"['Tramremise Hillegersberg (Kootsekade 19)', '3051 PC Rotterdam', 'Nederland']",Museum,3051
Coolhaveneiland,3024,51.9068175,4.4578098,Hotel Light,51.91532283902534,4.46351728299681,1024,3014EJ,"[""'s Gravendijkwal 100"", '3014EJ Rotterdam', 'Nederland']",Hotel,3014
Coolhaveneiland,3024,51.9068175,4.4578098,FG Restaurant,51.90252000899483,4.461195390890579,531,3032 AE,"['Katshoek 37b', '3032 AE Rotterdam', 'Nederland']",French Restaurant,3032
Coolhaveneiland,3024,51.9068175,4.4578098,Natuurhistorisch Museum Rotterdam,51.91079,4.47255,1104,3015 AA,"['Westzeedijk 345', '3015 AA Rotterdam', 'Nederland']",Museum,3015
Coolhaveneiland,3024,51.9068175,4.4578098,Parkheuvel,51.903798,4.471645,1007,3016 GL,"['Heuvellaan 21', '3016 GL Rotterdam', 'Nederland']",French Restaurant,3016
Hillegersberg Centrum,3054,51.957441,4.489499599999999,Rijntje,51.95903007873314,4.488295389739601,195,3054 CB,"['Prinses Margrietstraat', 'Rotterdam', 'Nederland']",French Restaurant,3054
Hillegersberg Centrum,3054,51.957441,4.489499599999999,Eetcafé Facet,51.955817162129364,4.494716528852158,400,3054 LN,"['Weissenbruchlaan 8 (Winkelcentrum Hillegersberg)', '3054 LN Rotterdam', 'Nederland']",French Restaurant,3054
Hillegersberg Centrum,3054,51.957441,4.489499599999999,Danszaal Donkersingel,51.96561,4.49543,996,3056 DT,"['Donkersingel 27', '3056 DT Rotterdam', 'Nederland']",Music Venue,3056
Hillegersberg Centrum,3054,51.957441,4.489499599999999,SKVR Muziek- en Dansschool,51.955773421581824,4.477634714017452,834,3052 KS,"['Ringdijk', 'Rotterdam', 'Nederland']",Music Venue,3052
Kralingen,3061,51.9261967,4.506100000000001,The Student Hotel Rotterdam,51.92131883379124,4.505518534651654,544,3063BM,"['Oostzeedijk 182', '3063BM Rotterdam', 'Nederland']",Hotel,3063
Kralingen,3061,51.9261967,4.506100000000001,kade87,51.92231033135828,4.499271035158402,637,3063 EG,"['Admiraliteitskade', 'Rotterdam', 'Nederland']",Bistro,3063
Kralingen,3061,51.9261967,4.506100000000001,Pianoles,51.92781388065942,4.5028561130238485,286,3061 PN,"['Weteringstraat 275 3061PN Rotterdam', 'Rotterdam', 'Nederland']",Music Venue,3061
Kralingen,3061,51.9261967,4.506100000000001,bomm,51.928555,4.507408,277,3061 AG,"['Oudedijk 217B', '3061 AG Rotterdam', 'Nederland']",Bistro,3061
Kralingen,3061,51.9261967,4.506100000000001,Het Nieuwe Pakhuys,51.922285557695396,4.499336584580259,636,3063 EG,"['Admiraliteitskade 87', '3063 EG Rotterdam', 'Nederland']",French Restaurant,3063
Kralingen,3061,51.9261967,4.506100000000001,Brasserie Vincent,51.92306303309525,4.499168276662454,590,3061 VW,"['Oostzeedijk 342', 'Rotterdam', 'Nederland']",French Restaurant,3061
Kralingen,3061,51.9261967,4.506100000000001,Slag Bij Waterloo,51.92244656405421,4.513014171321373,632,3062 LL,"['waterloostraat', 'Rotterdam', 'Nederland']",Music Venue,3062
Kralingen,3061,51.9261967,4.506100000000001,Hampshire Hotel - Savoy Rotterdam,51.922328594807134,4.491913117391668,1064,3011 PJ,"['Hoogstraat 81', '3011 PJ Rotterdam', 'Nederland']",Hotel,3011
Kralingen,3061,51.9261967,4.506100000000001,studio Sjoerd Jonkman,51.92175,4.513485,708,3062 tl,"['Waterloostraat 133c', '3062 tl Rotterdam', 'Nederland']",Performing Arts Venue,3062
Kralingen,3062,51.9262323,4.5193922,The Student Hotel Rotterdam,51.92131883379124,4.505518534651654,1098,3063BM,"['Oostzeedijk 182', '3063BM Rotterdam', 'Nederland']",Hotel,3063
Kralingen,3062,51.9262323,4.5193922,Slag Bij Waterloo,51.92244656405421,4.513014171321373,607,3062 LL,"['waterloostraat', 'Rotterdam', 'Nederland']",Music Venue,3062
Kralingen,3062,51.9262323,4.5193922,In De Keuken Van Floris,51.917284957675534,4.517710458461624,1002,3063 AM,"['Honingerdijk 259', '3063 AM Rotterdam', 'Nederland']",French Restaurant,3063
Kralingen,3062,51.9262323,4.5193922,studenten paviljoen,51.9168842819921,4.52545562093876,1120,3062 PA,"['Burgemeester Oudlaan', 'Rotterdam', 'Nederland']",Theater,3062
Kralingen,3062,51.9262323,4.5193922,Restaurant GC Kralingen,51.928415,4.533583,1003,3062 CG,"['Kralingseweg 200', 'Rotterdam', 'Nederland']",Bistro,3062
Kralingen,3062,51.9262323,4.5193922,"Excelsior Rotterdam, combinatie van showbands",51.918157139144384,4.520095693160272,900,3062 NX,"['Krabbendijkestraat 520', 'Rotterdam', 'Nederland']",Music Venue,3062
Kralingen,3062,51.9262323,4.5193922,studio Sjoerd Jonkman,51.92175,4.513485,642,3062 tl,"['Waterloostraat 133c', '3062 tl Rotterdam', 'Nederland']",Performing Arts Venue,3062
Kralingen,3062,51.9262323,4.5193922,Restaurant Fred,51.917093068649976,4.518104388132909,1021,3063 AM,"['Honingerdijk263- 265', '3063 AM Rotterdam', 'Nederland']",French Restaurant,3063
Kralingen,3062,51.9262323,4.5193922,bomm,51.928555,4.507408,862,3061 AG,"['Oudedijk 217B', '3061 AG Rotterdam', 'Nederland']",Bistro,3061
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,Room Mate Bruno,51.90625846492094,4.4885767616864305,1299,3072 AR,"['Wilhelminakade 52-58', '3072 AR Rotterdam', 'Nederland']",Hotel,3072
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,The Student Hotel Rotterdam,51.92131883379124,4.505518534651654,1076,3063BM,"['Oostzeedijk 182', '3063BM Rotterdam', 'Nederland']",Hotel,3063
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,Blind Date Sexbioscoop,51.90833051444254,4.507569420867876,399,3071 SM,"['Oranjeboomstraat 267', '3071 SM Rotterdam', 'Nederland']",Movie Theater,3071
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,Kamp Horst,51.912443,4.491432,960,3071 NK,"['Noordereiland', 'Rotterdam', 'Nederland']",Performing Arts Venue,3071
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,By Ami Urban Bistro,51.905755,4.489431,1276,3072 ME,"['Antoine Platekade 983', '3072 ME Rotterdam', 'Nederland']",Bistro,3072
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,In De Keuken Van Floris,51.917284957675534,4.517710458461624,1054,3063 AM,"['Honingerdijk 259', '3063 AM Rotterdam', 'Nederland']",French Restaurant,3063
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,WeMakeMedia HQ,51.91217768162097,4.491026401519775,986,3071NM,"['Maaskade 138A-02', '3071NM Rotterdam', 'Nederland']",Movie Theater,3071
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,nhow,51.90710686467184,4.488491585172602,1264,3072 AP,"['Wilhelminapier 137', '3072 AP Rotterdam', 'Nederland']",Hotel,3072
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,Schaakstukkenmuseum,51.919872,4.490766,1357,3011 TA,"['Overblaak 94', 'Rotterdam', 'Nederland']",Museum,3011
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,Vers 010,51.90684722550305,4.490281400820702,1165,3072 MA,"['Prinsendam 180', '3072 MA Rotterdam', 'Nederland']",Bistro,3072
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,Villa Zebra,51.911265,4.496958,578,3071 JV,"['Stieltjesstraat', 'Rotterdam', 'Nederland']",Museum,3071
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,citizenM,51.91925901197693,4.490480849856352,1327,3011 WZ,"['Gelderseplein 50', '3011 WZ Rotterdam', 'Nederland']",Hotel,3011
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,Nieuwe Luxor Theater,51.90673712416364,4.4910478591918945,1125,3072 AG,"['Posthumalaan 1 (Wilhelminakade)', '3072 AG Rotterdam', 'Nederland']",Theater,3072
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,Van Vollenhoven 'inspired By Rosso',51.90750390695237,4.495370602366893,827,3016 BE,"['Van Vollenhovenstraat 15', '3016 BE Rotterdam', 'Nederland']",French Restaurant,3016
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,Restaurant Fred,51.917093068649976,4.518104388132909,1064,3063 AM,"['Honingerdijk263- 265', '3063 AM Rotterdam', 'Nederland']",French Restaurant,3063
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,"Excelsior Rotterdam, combinatie van showbands",51.918157139144384,4.520095693160272,1243,3062 NX,"['Krabbendijkestraat 520', 'Rotterdam', 'Nederland']",Music Venue,3062
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,Daydream,51.9077628,4.4919598,1017,3072 AP,"['Zilvermeerlaan', 'Mol', 'België']",Music Venue,3072
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,Suite Hotel Pincoffs,51.9108888,4.4970735,575,3071 JX,"['Stieltjesstraat 34', '3071 JX Rotterdam', 'Nederland']",Hotel,3071
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,studio Sjoerd Jonkman,51.92175,4.513485,1254,3062 tl,"['Waterloostraat 133c', '3062 tl Rotterdam', 'Nederland']",Performing Arts Venue,3062
Feijenoord/Noordereiland/Kop van Zuid,3071,51.911653,4.5053635000000005,Restaurant de Watertoren,51.91299834110731,4.520230293273926,1031,3063 HA,"['Watertorenweg 180', '3063 HA', 'Nederland']",French Restaurant,3063
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Bistrot Du Bac,51.9014761233719,4.4844987996697485,45,3072 ZP,"['Sumatraweg 5b', 'Rotterdam', 'Nederland']",French Restaurant,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Dutch Pinball Museum,51.90238407455559,4.483581413922975,76,3072 AN,"['Veerlaan 19-K', '3072 AN Rotterdam', 'Nederland']",Museum,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Restaurant De Matroos en het Meisje,51.90114,4.48479,87,3072 ZL,"['Delistraat 52', '3072 ZL Rotterdam', 'Nederland']",French Restaurant,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,POSSE,51.901775,4.48551,83,3072 AN,"['Veerlaan 13 (Rijnhavenbrug)', '3072 AN Rotterdam', 'Nederland']",Bistro,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Kantine Walhalla,51.90185123252282,4.486168149320923,128,3072 AN,"['Veerlaan 9 (Katendrecht/Rijnhavenbrug)', '3072 AN Rotterdam', 'Nederland']",Theater,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Verhalenhuis Belvédère,51.901254,4.481867,180,3072 LB,"['Rechthuislaan 1', '3072 LB Rotterdam', 'Nederland']",Performing Arts Venue,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Rotterdams Wijktheater op Katendrecht,51.900632,4.483507,147,3072 LS,"['Tolhuisstraat 107', 'Rotterdam', 'Nederland']",Theater,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Hotel New York,51.904033146983984,4.484401345252991,241,3072 AD,"['Koninginnenhoofd 1', '3072 AD Rotterdam', 'Nederland']",Hotel,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,De Player IV,51.900536,4.484039,148,3072 LV,"['Tolhuisstraat 107', 'Rotterdam', 'Nederland']",Music Venue,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,room 131,51.904096,4.484583,249,3072 AD,"['Kop Van Zuid', 'Rotterdam', 'Nederland']",Hotel,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Room Mate Bruno,51.90625846492094,4.4885767616864305,570,3072 AR,"['Wilhelminakade 52-58', '3072 AR Rotterdam', 'Nederland']",Hotel,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,By Ami Urban Bistro,51.905755,4.489431,558,3072 ME,"['Antoine Platekade 983', '3072 ME Rotterdam', 'Nederland']",Bistro,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,LantarenVenster,51.90489883396685,4.487035211366009,386,3072 MD,"['Otto Reuchlinweg 996', '3072 MD Rotterdam', 'Nederland']",Movie Theater,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Louise Petit Restaurant,51.906903,4.478024,707,3016 CJ,"['Veerhaven 12-13', '3016 CJ Rotterdam', 'Nederland']",French Restaurant,3016
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,ss Rotterdam,51.8978816723738,4.473525764216176,862,3072 AM,"['3e Katendrechtsehoofd 25', '3072 AM Rotterdam', 'Nederland']",Hotel,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,ART Hotel Rotterdam,51.89654140655095,4.493663837694557,874,3081 GA,"['Mijnsherenlaan 9', '3081 GA Rotterdam', 'Nederland']",Hotel,3081
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Café Restaurant Nul 10,51.90914123181062,4.479904022729739,864,3016 DG,"['Westerstraat 39A', 'Rotterdam', 'Nederland']",French Restaurant,3016
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,nhow,51.90710686467184,4.488491585172602,651,3072 AP,"['Wilhelminapier 137', '3072 AP Rotterdam', 'Nederland']",Hotel,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Vers 010,51.90684722550305,4.490281400820702,690,3072 MA,"['Prinsendam 180', '3072 MA Rotterdam', 'Nederland']",Bistro,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Maassilo,51.8980514,4.4949935,848,3081 AE,"['Maashaven Z.z. 1', '3081 AE Rotterdam', 'Nederland']",Music Venue,3081
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Aerospace Bosman Loodsen,51.896226,4.487761,670,3081 AE,"['Maashaven Zuidzijde 48', 'Rotterdam', 'Nederland']",Theater,3081
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Quartier Du Port,51.909612189154075,4.478547914241179,948,3016 BJ,"['Van Vollenhovenstraat 48-50', '3016 BJ Rotterdam', 'Nederland']",Hotel,3016
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Nieuwe Luxor Theater,51.90673712416364,4.4910478591918945,713,3072 AG,"['Posthumalaan 1 (Wilhelminakade)', '3072 AG Rotterdam', 'Nederland']",Theater,3072
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Roffa Streetfoodbar,51.91046664798373,4.478026464862741,1050,3016 AE,"['Scheepstimmermanslaan 31b', '3016 AE Rotterdam', 'Nederland']",Bistro,3016
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Huson,51.910903789254796,4.478037494768947,1094,3011 BS,"['scheepstimmermanslaan 14 (oostzeedijk)', 'Rotterdam', 'Nederland']",French Restaurant,3011
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Belasting & Douane Museum,51.907699,4.476655,835,3016 BB,"['Parklaan 14 16', '3016 BB Rotterdam', 'Nederland']",Museum,3016
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Grandcafé Restaurant Biblio,51.90959758420582,4.477000538774713,996,3016 BE,"['Van Vollenhovenstraat 15c (Pakhuis 26 / 27)', '3016 BE Rotterdam', 'Nederland']",French Restaurant,3016
Afrikaanderwijk/Katendrecht,3072,51.9018612,4.4842992,Parkheuvel,51.903798,4.471645,895,3016 GL,"['Heuvellaan 21', '3016 GL Rotterdam', 'Nederland']",French Restaurant,3016
Oud-Charlois,3082,51.887935,4.467455999999999,Historisch Charlois,51.890780936266204,4.471627602935971,427,3082 GL,"['Wolphaertsbocht', 'Rotterdam', 'Nederland']",Museum,3082
Oud-Charlois,3082,51.887935,4.467455999999999,Shofukan,51.89297524747291,4.467533717615432,561,3082 DB,"['Charloise Kerksingel 14', 'Rotterdam', 'Nederland']",Performing Arts Venue,3082
Oud-Charlois,3082,51.887935,4.467455999999999,ZAP Studio's,51.89204788208008,4.4697136878967285,483,3082 GJ,"['Gouwstraat', 'Rotterdam', 'Nederland']",Music Venue,3082
Oud-Charlois,3082,51.887935,4.467455999999999,93.9 Megastad Rotterdam,51.89056439938778,4.464202137953375,368,3082 PA,"['Plompertstraat 16', 'Rotterdam', 'Nederland']",Music Venue,3082
Oud-Charlois,3082,51.887935,4.467455999999999,Feestzaal Timotheus,51.89190752093069,4.469700473338417,468,3082 GJ,"['Boergoensestraat 29', 'Charlois', 'Nederland']",Music Venue,3082
Carnisse/Zuidplein,3083,51.8871996,4.4867975,Theater Zuidplein,51.888216292816296,4.489309288532038,206,3083 CW,"['Zuidplein 60-64', '3083 CW Rotterdam', 'Nederland']",Theater,3083
Carnisse/Zuidplein,3083,51.8871996,4.4867975,Aerospace Bosman Loodsen,51.896226,4.487761,1006,3081 AE,"['Maashaven Zuidzijde 48', 'Rotterdam', 'Nederland']",Theater,3081
Waalhaven,3088,51.8717422,4.4405503,Bastion Hotel Rotterdam Zuid,51.86906289398099,4.452234245154472,856,3084 CA,"['Driemanssteeweg 5 (Groene Kruisweg)', '3084 CA Rotterdam', 'Nederland']",Hotel,3084
